Reference,Left,KWIC,Right
"PA643210,2019-11-20,Lecornu, Sébastien","a avancé, tant sur le terrain juridique que politique. Juste pour le symbole ! Les gouvernements précédents se",sont arrêtés,"devant la barrière des 1 000 habitants, déclenchant le scrutin proportionnel. Mais d'' autres décisions complexes, je"
"PA719194,2019-11-20,de Courson, Yolaine","nous voulons bien faire le boulot, nous ! Mais lorsque nous tentons d'' accéder aux plus hauts niveaux du pouvoir, nous",sommes bloquées,". Il suffit de se pencher sur la place des femmes dans les divers groupes de cet hémicycle, et de se souvenir des"
"PA719472,2019-11-20,Cazeneuve, Jean-René","la parité ; dans ces communes, la part de femmes passera de 35 à 50 % ; 12 000 conseillères municipales supplémentaires",seront élues,", ce qui aura une valeur d'' exemplarité pour tous. Allez jusqu'' au bout ! C '' est un pas extrêmement important dans la bonne"
"PA332228,2019-11-20,Benoit, Thierry","paritaire me semble pragmatique et raisonnable ; elle va dans le bon sens. Comme nombre d'' entre vous, j'' ai",été élu,"local. Je sais que les candidats chefs de file aux élections municipales s'' emploient actuellement, quelle que soit la"
"PA342415,2019-11-20,Battistel, Marie-Noëlle",à renforcer la parité dans les instances locales en prévoyant que tous les exécutifs de collectivités dont les membres,sont élus,par un scrutin de liste paritaire sont paritaires par alternance et que le président de l'' exécutif ainsi que le premier
"PA643210,2019-11-21,Lecornu, Sébastien",correspond bien au but du présent projet de loi : n'' importe qui peut être délégué dans un conseil syndical dès lors qu'' il,est élu,. L'' objectif est de mettre fin à la pratique consistant à pouvoir déléguer ce rôle à un habitant n'' étant pas membre d'' un
"PA342601,2019-11-21,Brindeau, Pascal",l'' objectif affiché par le Gouvernement dans cet article : il était effectivement problématique que des personnes n'',étant plus élues,et n'' ayant donc plus aucun lien avec le conseil municipal puissent représenter celui-ci au sein d'' organismes
"PA643127,2019-11-21,Questel, Bruno",syndicat à quelqu''un à qui le suffrage universel municipal n'' a pas été favorable – qu'' il n'' ait pas été réélu ou qu'' il ne,soit pas élu,"du tout. La parole est à M. le ministre. Ce beau sujet, même s'' il n'' est pas très grand public correspond à des réalités que"
"PA643210,2019-11-21,Lecornu, Sébastien","des élus. Ainsi, un conseiller municipal d'' opposition qui serait conseiller communautaire peut déjà",être élu,président de l'' EPCI – c'' est encore la question des systèmes de majorité : on peut être minoritaire au conseil municipal
"PA331582,2019-11-21,Vigier, Philippe","référendum local serait - il intéressant dans ces cas d'' exception. Quoi qu'' il en soit, deux députés peuvent très bien",être élus,"d'' une même commune nouvelle : c'' est mon cas, une commune de ma circonscription ayant fusionné avec la commune d'' une"
"PA608695,2019-11-21,Untermaier, Cécile",", c'' est de supprimer l'' intervention du législateur. La modification de la limite d'' un département, semble -t - il, ne",sera plus décidée par arrêté,ministériel mais par arrêté préfectoral. Nous sommes dans la bonne voie : la première chose à faire au moment de la
"PA643210,2019-11-21,Lecornu, Sébastien",", de surmonter ces difficultés. Enfin, la question de l'' incomplétude ne se pose que pour les communes dont le conseil",est élu,"suivant la règle du panachage, pas pour celles dont le conseil est élu au scrutin proportionnel. Dès lors que vous avez"
"PA643210,2019-11-21,Lecornu, Sébastien","ne se pose que pour les communes dont le conseil est élu suivant la règle du panachage, pas pour celles dont le conseil",est élu,"au scrutin proportionnel. Dès lors que vous avez une liste complète à la proportionnelle, aucun poste ne sera ensuite"
"PA643210,2019-11-21,Lecornu, Sébastien",", aucun poste ne sera ensuite vacant. En 2020, les conseils municipaux des communes de moins de 1 000 habitants",seront élus,"suivant la règle du panachage et, en 2026, ce sera le cas des conseils des communes de moins de 500 habitants,"
"PA718884,2019-11-21,Bazin-Malgras, Valérie","du CGCT – le code général des collectivités territoriales –, dès lors que neuf conseillers municipaux au moins ont",été élus,lors du renouvellement général du conseil municipal ou d'' une élection complémentaire. L'' amendement n° 977 de M.
"PA721210,2019-11-21,Corbière, Alexis","de M. Pupponi , qui va dans le sens d'' une forme de présidentialisation du maire. Je ne suis pas d'' accord. Le maire",est élu,"en conseil municipal, par l'' équipe municipale. Je ne suis pas favorable à ce qu'' il n'' y ait pas de conséquence pour le"
"PA721210,2019-11-21,Corbière, Alexis","il est minoritaire dans son conseil municipal. Le maire ne peut pas être seul contre tous les autres, sachant qu'' ils ont",été eux aussi élus,"par la population, même si la candidature de tous est dans une certaine mesure incarnée par la tête de liste ! Vous voulez"
"PA267306,2019-11-21,Chassaigne, André",", pour soutenir l'' amendement n° 1138. Je fais partie de ce que certains appellent le vieux monde. Mais non ! J '' ai",été élu,"conseiller municipal en 1977, je suis resté maire pendant vingt-sept ans et je suis toujours conseiller municipal."
"PA709315,2019-11-21,Viala, Arnaud","on va rendre le rendez - vous formel, le vider de tout contenu et tout sens. Nous sommes nombreux ici à avoir été maires ou à",être élus,"de communes de petite taille. Il est inimaginable de demander à un préfet, à un sous-préfet, à un directeur de police ou à"
"PA719778,2019-11-21,Jolivet, François","cru. Ce n'' est pas normal ! Si un agent de police dit avoir été victime d'' un outrage de la part d'' une personne, celle-ci",est condamnée,", même en l'' absence de témoin. On croit l'' agent de police ! La France a tendance à protéger davantage les fonctionnaires"
"PA267306,2019-11-21,Chassaigne, André","les élus. La parole est à M. André Chassaigne . Je tiens à saluer un maire de ma circonscription, Christian Arveuf , qui a",été très violemment agressé,"lundi dernier, simplement parce qu'' il avait demandé au conducteur d'' une voiture traversant son village à très vive"
"PA267306,2019-11-21,Chassaigne, André",au conducteur d'' une voiture traversant son village à très vive allure de ralentir près de l'' école. Le conducteur s'',est arrêté,", est descendu de la voiture et l'' a violemment matraqué. Il s'' est cependant rendu au congrès des maires et était dans nos"
"PA267306,2019-11-21,Chassaigne, André",au conducteur d'' une voiture traversant son village à très vive allure de ralentir près de l'' école. Le conducteur s'',"est arrêté , est descendu",de la voiture et l'' a violemment matraqué. Il s'' est cependant rendu au congrès des maires et était dans nos murs hier. Je
"PA267306,2019-11-21,Chassaigne, André","était le maire de la commune et qu'' il lui demandait de ralentir dans le village. Après avoir prononcé cette phrase, il a",été violemment agressé,. Comment pourra -t - il démontrer qu'' il a bien dit qu'' il était le maire de la commune ? Ce n'' est pas l'' objet de l''
"PA719608,2019-11-21,Ménard, Emmanuelle",", mais ils ne peuvent pas faire grand-chose de leur pouvoir de police, en tout cas dans les grandes villes, s'' ils ne",sont pas aidés,par la police municipale. Donner plus de prérogatives aux maires passe aussi par donner plus de prérogatives aux
"PA719608,2019-11-21,Ménard, Emmanuelle",pourrait faire bénéficier de sa police municipale une dizaine de villages dont les maires sont demandeurs si elle n'',était pas bloquée,"par le seuil de 80 000 habitants. Plus exactement, ce sont les villages alentour qui sont bloqués, car ce sont eux qui ont"
"PA719608,2019-11-21,Ménard, Emmanuelle","si elle n'' était pas bloquée par le seuil de 80 000 habitants. Plus exactement, ce sont les villages alentour qui",sont bloqués,", car ce sont eux qui ont besoin du soutien de la police municipale de Béziers . Ce cas n'' est pas isolé ; je l'' évoque parce"
"PA719608,2019-11-21,Ménard, Emmanuelle","qu'' avec le village de Cers – dont je salue au passage la nouvelle équipe municipale, menée par Didier Bresson , qui a",été élue,dimanche dernier. Je propose donc de faire passer le seuil à 120 000 habitants. Quel est l'' avis de la commission ? L''
"PA721678,2019-11-21,Reda, Robin","à ouvrir la possibilité aux parlementaires siégeant au sein du CNEN , le Conseil national d'' évaluation des normes , d'' y",être élus,comme vice-président ou président. Je l'' affirme d'' autant plus aisément que je ne fais pas partie de cette instance :
"PA719080,2019-11-21,Marsaud, Sandra","rendent un service mutuel, d'' autant que les premiers doivent s'' acquitter de nombreuses tâches, comme je le sais pour",être moi-même élue,dans une commune de 1 000 habitants. Je soutiens donc l'' idée qu'' il faut au minimum maintenir le dispositif en l'' état. La
"PA721314,2019-11-21,Schellenberger, Raphaël","du Crédit mutuel du coin comme à peu près 90 % des habitants du village, prend une décision la concernant. Il peut alors",être attaqué,"pour conflit d'' intérêts. Bien que mon amendement ait été déclaré irrecevable, je plaide pour un vrai travail sur le"
"PA721314,2019-11-21,Schellenberger, Raphaël","Cet amendement, important pour la transparence de la décision publique, vise à empêcher un commissaire enquêteur qui",serait aussi élu,"régional de conduire une enquête publique dans le périmètre de compétence de sa collectivité. Il me semble anormal,"
"PA722202,2019-11-21,Jumel, Sébastien","de l'' urbanisation, des populations ont subi un processus de sédentarisation ; il en est ainsi des gens du voyage, qui se","sont sédentarisés, accompagnés","par les communes qui veillent cependant à respecter l'' histoire, l'' identité et la culture de ce groupe, ce qui implique"
"PA722202,2019-11-21,Jumel, Sébastien",qui se sont succédé. Nous devons veiller à ne pas sanctionner cette pratique. On ne sait jamais : quand la République,est bousculée,", certains maires ne se montrent pas respectueux de ces histoires, de ces identités, de ces équilibres fragiles que"
"PA719608,2019-11-21,Ménard, Emmanuelle",". La parole est à Mme Emmanuelle Ménard , pour soutenir l'' amendement n° 449 rectifié. Les immeubles inoccupés et qui ne",sont pas condamnés,sont une porte ouverte – c'' est le cas de le dire – à une dégradation rapide du bâti et surtout aux squats. Un immeuble
"PA405480,2019-11-21,Pupponi, François","lettre recommandée doit être envoyée aux éventuels propriétaires, afin de lever tout malentendu et d'' éviter qu'' ils",soient dépossédés,sans avoir été informés en bonne et due forme. Quel est l'' avis de la commission sur cet amendement et ces
"PA405480,2019-11-21,Pupponi, François","lettre recommandée doit être envoyée aux éventuels propriétaires, afin de lever tout malentendu et d'' éviter qu'' ils",soient dépossédés sans avoir été,informés en bonne et due forme. Quel est l'' avis de la commission sur cet amendement et ces sous-amendements ? Ils
"PA405480,2019-11-21,Pupponi, François","lettre recommandée doit être envoyée aux éventuels propriétaires, afin de lever tout malentendu et d'' éviter qu'' ils",soient dépossédés sans avoir été informés,en bonne et due forme. Quel est l'' avis de la commission sur cet amendement et ces sous-amendements ? Ils répondent à une
"PA643127,2019-11-21,Questel, Bruno",", dont je ne veux surtout pas minorer l'' importance, y compris d'' un point de vue électoral. La limite de 120 jours a",été arrêtée,"par la loi ELAN , dont la promulgation remonte à moins d'' un an. Il faut laisser le temps aux dispositions législatives de"
"PA722030,2019-11-21,Bournazel, Pierre-Yves","urbains et ruraux, touristiques ou non, peuvent être différents et la liberté doit prévaloir. Veuillez m'' excuser d''",être élu,"député de Paris – d'' autres le sont du Grand Paris , mais nous sommes égaux et nous avons tous le droit de nous exprimer."
"PA722030,2019-11-21,Bournazel, Pierre-Yves","urbains et ruraux, touristiques ou non, peuvent être différents et la liberté doit prévaloir. Veuillez m'' excuser d''",être élu député,"de Paris – d'' autres le sont du Grand Paris , mais nous sommes égaux et nous avons tous le droit de nous exprimer. Nombre de"
"PA722030,2019-11-21,Bournazel, Pierre-Yves",tous le droit de nous exprimer. Nombre de Parisiens rencontrent des problèmes. Paris est une ville fracturée et je,suis élu,dans le 18e arrondissement qui figure parmi les vingt territoires les plus pauvres de l'' Île-de-France . D '' un point de
"PA709315,2019-11-21,Viala, Arnaud","faut vraiment veiller à ne pas introduire de discrimination, au sein des personnes qui travaillent, entre celles qui",sont élues,"et celles qui ne le sont pas. S '' agissant de l'' amendement en discussion, je tiens à préciser qu'' il existe déjà, dans les"
"PA709315,2019-11-21,Viala, Arnaud","voile de suspicion sur des pratiques qui, à mon avis, n'' appellent absolument aucune critique. Exactement ! Pour avoir",été élu,"d'' une commune de moins de 3 500 habitants, je peux témoigner que le nombre de frais que l'' on fait prendre en charge par la"
"PA709315,2019-11-21,Viala, Arnaud",", je peux témoigner que le nombre de frais que l'' on fait prendre en charge par la collectivité est infime, et ils",sont toujours contrôlés,"par les fonctionnaires qui travaillent à nos côtés. De surcroît, la direction départementale des finances publiques"
"PA643210,2019-11-21,Lecornu, Sébastien",", mais qui ont conduit au dépôt de cet amendement qui ne prévoit pas d'' automaticité. Le dispositif de cet amendement",est doublé,"d'' une autre mesure, qui sera débattue très prochainement au Sénat , dans le cadre du projet de loi de finances. Il s'' agit"
"PA266774,2019-11-21,Furst, Laurent",que les communes n'' en ont pas les moyens. Oui ! Cette situation doit être prise en considération et une solution doit,être trouvée pour que tout élu,puisse prendre ses indemnités. L'' augmentation de la DPEL est prévue pour cela ! Troisième observation : on ne parle que
"PA266774,2019-11-21,Furst, Laurent","stabilisées, mais l'' ascenseur n'' est pas remonté – et la péréquation horizontale qui a été imposée, la commune où j'' ai",été élu,", à périmètre constant, est passée d'' un autofinancement net de 4,5 millions d'' euros à 2,5 millions. Je me demande où"
"PA643127,2019-11-21,Questel, Bruno",29 ter A est défendu. L'' amendement n° 1335 de M. Bruno Questel est rédactionnel. Quel est l'' avis de la commission ? Il a,été accepté,par la commission. Quel est l'' avis du Gouvernement ? Avis de sagesse ! Je suis saisi de l'' amendement n° 1285 de M. Vincent
"PA643127,2019-11-21,Questel, Bruno",de l'' étranger. Ils n'' y sont pas inscrits aujourd''hui. Quel est l'' avis de la commission ? Les élus consulaires ne,sont pas élus,". Ah , si ! Ils sont élus ! Quel est l'' avis du Gouvernement ? Avis défavorable. La parole est à M. Frédéric Petit . Ce sont des"
"PA721142,2019-11-21,Forteza, Paula","n'' y sont pas inscrits aujourd''hui. Quel est l'' avis de la commission ? Les élus consulaires ne sont pas élus. Ah , si ! Ils",sont élus,! Quel est l'' avis du Gouvernement ? Avis défavorable. La parole est à M. Frédéric Petit . Ce sont des élus de la République
"PA721182,2019-11-21,Petit, Frédéric",de décider que les élus consulaires présidaient le conseil consulaire. Ils mènent une campagne électorale ; ils,sont élus,. Je suis très surpris que tous les autres amendements aient acceptés et que celui-là ne le soit pas. Les élus
"PA721202,2019-11-25,Coquerel, Éric",marcher dessus. Nous sommes censés faire la loi et voter le budget – c'' est pour accomplir ces missions que nous avons,été élus,– et non être le tapis du Gouvernement . Ces méthodes honteuses sont de surcroît au service d'' une politique honteuse.
"PA642868,2019-11-25,Christophe, Paul","améliorer le climat social. Mais je pense que vous faites une erreur sur ce point, et que cette nouvelle disposition ne",sera pas comprise,". S '' agissant de votre nouvelle politique de régulation des dispositifs médicaux, nous attendons aussi des"
"PA607846,2019-11-25,Darmanin, Gérald","que suivre la procédure ; on y parvient en quelques clics, qu'' on soit une boulangerie, un restaurant, une TPE. Je",suis élu,"comme vous, je me suis renseigné également : les entreprises de taille modeste, qui sont majoritaires en France , ne"
"PA720046,2019-11-25,Dufeu, Audrey",. Avis absolument défavorable. La parole est à Mme Audrey Dufeu Schubert . M. le ministre l'' a dit : si tous les députés ne,sont pas élus,"dans des circonscriptions viticoles, chacun d'' entre eux a en revanche la responsabilité de protéger la population,"
"PA719930,2019-11-25,Vallaud, Boris","connais très bien. En revanche, je pense que nous n'' avons pas à nous référer à un rapport rédigé par des gens qui n'' ont pas",été élus,". Nous entendons sans cesse parler du rapport Charpy-Dubertret mais, en ce qui me concerne, je m'' en fous un peu ! Je veux"
"PA759834,2019-11-26,Nuñez, Laurent","vous ont sollicité, Bry-sur-Marne et Arcueil . La liste des communes autorisées à utiliser des machines à voter",est arrêtée,"dans chaque département par le préfet, en vertu de l'' article L. 57-1 du code électoral. Depuis 2008, un moratoire a gelé"
"PA759834,2019-11-26,Nuñez, Laurent","aux sapeurs-pompiers, aux brigades de sapeurs-pompiers de Paris ou au bataillon de marins-pompiers de Marseille d''",être accompagnés,"par les forces de l'' ordre chaque fois qu'' ils interviennent dans des sites sensibles, y compris dans les cités. Des"
"PA330684,2019-11-26,Boyer, Valérie",", blessé le conducteur et tué le passager. Quelques minutes plus tard, quatre CRS de la compagnie marseillaise 53 ont",été attaqués,". L'' un d'' entre eux a été touché à l'' épaule, a eu deux côtes cassées et un poumon perforé. Cela le marquera à vie, et j'' ai une"
"PA759834,2019-11-26,Nuñez, Laurent",", dont le lieutenant-colonel de gendarmerie Arnaud Beltrame , héros de la Nation . Plusieurs personnes ont également",été blessées,"par le terroriste, dont un agent des CRS , ciblé, comme ses collègues, parce qu'' il était policier, parce qu'' il"
"PA330684,2019-11-26,Boyer, Valérie",suis néanmoins assez surprise que l'' engagement des CRS à cette occasion soit oublié. Ce furent pourtant les premiers à,être blessés,", et leur action a permis aux opérations de lutte contre le terrorisme, dans lesquelles plusieurs personnes ont trouvé"
"PA719412,2019-11-26,Le Feur, Sandrine",lieu de craindre que cette qualité s'' en ressente. La zone d'' intervention et le nombre d'' édifices à prendre en charge,seront doublés,"; même un navire plus puissant que les baliseurs actuels mettra la journée à aller, par exemple, d'' Audierne à Locquirec"
"PA415452,2019-11-26,Guillaume, Didier","du ministère allait dans ce sens : arrêtons l'' agribashing ! Ce week-end, dans la Drôme , des élevages ont de nouveau",été attaqués,"et incendiés. Cela ne peut plus durer ! Il faut que la justice soit intransigeante, que les agriculteurs portent"
"PA415452,2019-11-26,Guillaume, Didier","du ministère allait dans ce sens : arrêtons l'' agribashing ! Ce week-end, dans la Drôme , des élevages ont de nouveau",été attaqués et incendiés,". Cela ne peut plus durer ! Il faut que la justice soit intransigeante, que les agriculteurs portent plainte et que la"
"PA720326,2019-11-26,Hammouche, Brahim",". La majorité municipale de la commune de Nilvange , qui se situe dans la huitième circonscription de Moselle , où j'' ai",été élu,", s'' est portée candidate pour accueillir une maison France services. De taille moyenne, cette commune de 4 900"
"PA2952,2019-11-26,Warsmann, Jean-Luc",", une catastrophe est survenue le 12 juin 2018 : l'' écluse de Neuville-Day s'' est écroulée. La navigation a donc",été arrêtée,", et les haltes fluviales se sont trouvées désertifiées. Les élus ardennais, les professionnels du tourisme, les"
"PA722374,2019-11-26,Isaac-Sibille, Cyrille","en 2009 la faculté de décider, désormais détenue par les seuls directeurs, ce qui renforce le sentiment de ne plus",être écouté,"et d'' être étouffé par une suradministration. Madame la ministre, votre tâche – notre tâche – est lourde. L'' hôpital,"
"PA335612,2019-11-26,Lecoq, Jean-Paul",que subissent les peuples ne fait que renforcer leur détermination. C '' est la lutte finale ! Une réforme ne peut,être admise,que si elle est comprise comme une avancée et partagée comme un progrès. Cette lame de fond citoyenne vient nous dire que
"PA335612,2019-11-26,Lecoq, Jean-Paul",les peuples ne fait que renforcer leur détermination. C '' est la lutte finale ! Une réforme ne peut être admise que si elle,est comprise,comme une avancée et partagée comme un progrès. Cette lame de fond citoyenne vient nous dire que le sacrifice de l''
"PA335612,2019-11-26,Lecoq, Jean-Paul",les peuples ne fait que renforcer leur détermination. C '' est la lutte finale ! Une réforme ne peut être admise que si elle,est comprise comme une avancée,et partagée comme un progrès. Cette lame de fond citoyenne vient nous dire que le sacrifice de l'' humain et de l''
"PA643134,2019-11-26,Valentin, Isabelle","Valentin , pour soutenir l'' amendement n° 428. Il propose également que tous les bénéficiaires de l'' AAH puissent",être informés et accompagnés,en vue de l'' ouverture puis du renouvellement de la complémentaire santé solidaire. Quel est l'' avis de la commission
"PA340853,2019-11-26,Leclerc, Sébastien",vise à intégrer le montant du forfait santé au projet de loi et à garantir que les précisions que je viens d'' évoquer,seront bien comprises,"dans le décret. La parole est à Mme Michèle de Vaucouleurs , pour soutenir les amendements n° 257 et 260, qui peuvent"
"PA642788,2019-11-26,Véran, Olivier","neurodégénérative ou d'' une maladie inflammatoire du système nerveux central, sclérose en plaques ou autre, il",est accompagné,"par ses parents, à qui l'' offre de soutien et de soins psychologiques s'' étend. Il s'' agit d'' accompagner le diagnostic et"
"PA642868,2019-11-26,Christophe, Paul",prévu à l'' article 44 bis. Nous proposons que les conditions de réalisation des actes de biologie médicale délocalisée,soient fixées par arrêté,"ministériel, tant pour la phase préanalytique que pour la phase analytique. La parole est à M. le rapporteur général."
"PA719660,2019-11-26,Dubos, Christelle","1 000 relais d'' assistantes maternelles, lieux de proximité destinés à leur éviter l'' isolement et où elles peuvent",être accompagnées,par des professionnels. J'' ajoute que nous leur ouvrons de nombreux droits. Les assistantes maternelles sont
"PA721742,2019-11-28,Florennes, Isabelle",". Le constat vaut d'' autant plus pour les zones tendues, où il manque cruellement. Notre collègue Jean-Luc Lagleize s''",est donc courageusement attaqué,"aux racines du problème et a – avec beaucoup de sagesse, il faut le dire – dialogué avec tous les acteurs de la filière afin"
"PA336175,2019-11-28,Pinel, Sylvia","sociaux, conformément au dispositif du bail réel solidaire – le BRS . Son élargissement au parc privé pourrait",être mal compris,"par nos concitoyens : ils pourraient y voir une attaque au droit de propriété, dont nous connaissons la valeur"
"PA607553,2019-11-28,Potier, Dominique",": le prix du marché et le prix d'' équilibre de l'' opération, fabriqué par ces établissements. Si notre amendement avait","été adopté, nous aurions accepté","la proposition d'' amendement qui nous est faite maintenant ; puisque ce n'' est pas le cas, nous devons la condamner. La"
"PA606171,2019-12-03,Ferrand, Richard","touchaient le sud-est de notre pays, un hélicoptère de la sécurité civile, portant secours aux populations, s''",est écrasé,"à proximité de la commune du Rove , dans les Bouches-du-Rhône . Dans ce terrible accident, trois Français qui avaient"
"PA717153,2019-12-03,Buzyn, Agnès",vous faites état sont réelles dans notre pays. Nous devons construire une logique de parcours afin que chaque malade,soit mieux accompagné,; nous devons sécuriser ces parcours. La chirurgie de l'' obésité est un sujet à part entière. J '' ai demandé que tous les
"PA717153,2019-12-03,Buzyn, Agnès","de mesures prises ensemble permettra d'' améliorer au quotidien les conditions de travail des personnels de santé, qui",sont débordés,– je les soutiens évidemment dans leur engagement. Nous devons leur faciliter la tâche en aménageant les
"PA721678,2019-12-03,Reda, Robin","de bus ou de métro. Pourtant, rien n'' empêche ces mêmes individus dangereux de se présenter à une élection, d''",être élus,"et même d'' occuper le poste de maire, avec les pouvoirs de police et l'' influence que confère cette fonction. Eh oui ! Le"
"PA642847,2019-12-03,Bazin, Thibault","travaillent sur ces individus, y compris les 20 000 que vous avez évoqués. Ils peuvent se présenter ou non ? Peuvent - ils",être élus,ou non ? C '' est oui ou c'' est non ? Je ne crois pas que la mesure que vous proposez soit forcément adaptée au traitement des
"PA717379,2019-12-03,Maillard, Sylvain","avril 2017, puis le 23 mars 2018, deux dames âgées, Sarah Halimi et Mireille Knoll – elle-même rescapée de la Shoah –, ont",été assassinées,"à Paris , parce que juives. Selon le ministère de l'' intérieur, 541 actes antisémites ont été commis sur le territoire"
"PA695100,2019-12-03,Habib, Meyer","drape l'' antisémitisme d'' une parure politiquement correcte. Souvenez - vous : dès les années 1970, des juifs français",sont assassinés,"au nom de la haine d'' Israël ! En juin 1976, un vol d'' Air France reliant Tel-Aviv à Paris a été détourné vers Entebbe par des"
"PA721226,2019-12-03,Rubin, Sabine","arsenal juridique permet d'' ailleurs déjà de faire le distinguo. Par exemple, le 2 octobre dernier, M. Alain Soral a",été condamné,"à un an de prison ferme pour son antisémitisme légendaire et à peine déguisé. Outre cet exposé des motifs, assez"
"PA335612,2019-12-03,Lecoq, Jean-Paul",où des universités ou des associations ont renoncé à organiser des débats sur le thème de la colonisation par crainte d'',être accusées,d'' antisémitisme. Des municipalités qui ont adopté cette définition s'' en servent maintenant pour qualifier d''
"PA605131,2019-12-03,Castaner, Christophe",", le Président de la République avait donc fait une promesse : "" Plus jamais ça "". Cela signifie que personne ne peut","être injurié, menacé ou agressé","pour ce qu'' il est, pour son origine ou pour sa couleur de peau. Cette promesse, je crois, n'' est pas seulement adressée"
"PA721466,2019-12-03,Le Gendre, Gilles","Maillard , qui défend cette proposition de résolution depuis plusieurs mois et qui, entendant les réserves qui ont","été émises, a accepté","de la modifier. J'' insiste sur le fait que ce texte doit être pris pour ce qu'' il est et seulement pour cela, à savoir une"
"PA721202,2019-12-03,Coquerel, Éric","montrent plutôt le contraire : les personnes qui ont utilisé de manière évidente "" sioniste "" à la place de "" juif "", ont",été condamnées,". D '' un autre côté, les exemples auxquels vous vous référez, c''est-à-dire ceux cités par l'' Alliance internationale"
"PA719242,2019-12-03,Moreau, Jean-Baptiste","sont agréés par le ministère, ce qui signifie que les personnes qui effectuent le sacrifice rituel dans les abattoirs",sont contrôlées,", évaluées et formées. Ce n'' est donc pas la loi de la jungle : je le répète, l'' abattage rituel fait l'' objet d'' une"
"PA719242,2019-12-03,Moreau, Jean-Baptiste","sont agréés par le ministère, ce qui signifie que les personnes qui effectuent le sacrifice rituel dans les abattoirs","sont contrôlées , évaluées","et formées. Ce n'' est donc pas la loi de la jungle : je le répète, l'' abattage rituel fait l'' objet d'' une réglementation en"
"PA719242,2019-12-03,Moreau, Jean-Baptiste","sont agréés par le ministère, ce qui signifie que les personnes qui effectuent le sacrifice rituel dans les abattoirs","sont contrôlées , évaluées et formées",". Ce n'' est donc pas la loi de la jungle : je le répète, l'' abattage rituel fait l'' objet d'' une réglementation en vigueur"
"PA1874,2019-12-03,Le Fur, Marc","se pose de plusieurs manières. Tout d'' abord, les établissements qui pratiquent des abattages halal ou kasher",sont en fait contrôlés,"par les religieux des religions considérées. Absolument pas ! Non, ils sont contrôlés par les services vétérinaires !"
"PA722398,2019-12-03,Rebeyrotte, Rémy","halal ou kasher sont en fait contrôlés par les religieux des religions considérées. Absolument pas ! Non, ils",sont contrôlés,"par les services vétérinaires ! Dans ma circonscription, j'' ai deux abattoirs de 3 000 salariés chacun : je connais le"
"PA642695,2019-12-03,Bothorel, Éric",", cet amendement avec force. La parole est à M. Éric Bothorel . Les bassins maritimes dont Mme Le Feur et moi-même",sommes élus,"sont voisins. Comme vous, j'' ai reçu les communications du CNC , mais les choses ne sont pas aussi claires que vous le"
"PA719608,2019-12-04,Ménard, Emmanuelle",. Beaucoup de députés ont été obligés de repartir dans leur circonscription bien plus tôt que prévu pour ne pas,être gênés ou bloqués,"par les grèves. S '' agissant d'' un texte aussi important, qui concerne les agriculteurs, il est dommage que de nombreux"
"PA415452,2019-12-04,Guillaume, Didier",déjà effectués par la DGCCRF et par Bercy afin de lutter contre les fraudes. Celles-ci existent et doivent évidemment,être combattues et condamnées,", mais nous pensons que l'' encadrement actuel, dans le secteur des produits transformés, est suffisant. Je comprends"
"PA942,2019-12-04,de Courson, Charles",aucune responsabilité en matière de certification des produits – elles se contentent d'' une mise en relation. Aussi,est - on complètement débordé,"et je constate, monsieur le ministre, qu'' on légifère souvent avec dix à quinze ans de retard. Il serait donc urgent,"
"PA415452,2019-12-04,Guillaume, Didier","! Lorsqu'' il s'' agit des produits alimentaires, la donnée doit être publique ; ce n'' est qu'' ainsi que les choses pourront",être contrôlées,". Très bien ! Nous serons amenés à reparler de ce sujet crucial, qui n'' est toutefois pas au cœur de la proposition de loi."
"PA266776,2019-12-04,Reiss, Frédéric","sanitaires françaises, en matière phytosanitaire, entre autres. Certaines de leurs méthodes de vinification",sont mal contrôlées,"et, par ailleurs, leurs cépages sont de qualité très variable. Ces vins remportent cependant un certain succès"
"PA415452,2019-12-04,Guillaume, Didier","destiné à l'' élevage de poules pondeuses. Ce sont des avancées considérables, jamais envisagées auparavant, qui",sont largement approuvées et accompagnées,"par la profession. Franchement , dans votre exposé, vous n'' avez présenté aucun argument. Pour quelle raison séparer"
"PA722142,2019-12-04,Ruffin, François",", par exemple, montre qu'' un chèque en blanc d'' 1,6 milliard d'' euros a été signé à la grande distribution et qu'' il s''",est accompagné,"de hausses de prix pour les consommateurs sur les pâtes à tartiner, les sodas, les fromages râpés, etc. D '' un autre côté,"
"PA719890,2019-12-09,Brulebois, Danielle","le marquage ou l'' étiquetage, par voie dématérialisée et par accès centralisé. Bien sûr, ces nouvelles obligations",seront contrôlées,". C '' est donc un très bon article, pour lequel je vous invite à voter. La parole est à M. Éric Pauget , pour soutenir l''"
",2019-12-10,","universel par répartition et par points. Or , cela ne vous a pas échappé, il a gagné l'' élection présidentielle. Il a",été élu,par défaut ! L'' ensemble des députés de la majorité se sont eux aussi engagés après s'' être présentés au suffrage des
"PA345619,2019-12-10,Philippe, Édouard",'' ensemble des députés de la majorité se sont eux aussi engagés après s'' être présentés au suffrage des Français : ils ont,été élus,", non sur un plateau de télévision, non par un sondage ou à la faveur d'' une manifestation, mais par le suffrage des"
